[{'A': 0.2009460689789554, 'C': 0.2436645297619615, 'E': 0.18188546892920754, 'G': 0.21664329035923402}, {'A': -0.2019460689789554, 'C': -0.2446645297619615, 'E': -0.18288546892920754, 'G': -0.21764329035923402}, {'B': 0.34396337168928687, 'D': 0.374046602260721, 'F': 0.15003481586768144, 'H': 0.07646253077242846}, {'B': -0.34496337168928687, 'D': -0.375046602260721, 'F': -0.15103481586768144, 'H': -0.07746253077242846}, {'A': 0.3580177860454331, 'C': 0.35717195862168355, 'E': 0.2790063911295978, 'G': 0.27961381797120455}, {'A': -0.3590177860454331, 'C': -0.35817195862168355, 'E': -0.2800063911295978, 'G': -0.28061381797120455}, {'B': 0.49068814947574924, 'D': 0.3078594309890813, 'F': 0.3554792759305345, 'H': 0.32906003865079886}, {'B': -0.49168814947574924, 'D': -0.3088594309890813, 'F': -0.3564792759305345, 'H': -0.33006003865079886}, {'B': 0.26041125019217337, 'D': 0.4863088831425707, 'F': 0.1632851411983693, 'H': 0.20607090933692845}, {'B': -0.26141125019217337, 'D': -0.4873088831425707, 'F': -0.1642851411983693, 'H': -0.20707090933692845}, {'B': 0.16505929151340634, 'D': 0.472185867115984, 'F': 0.3212356243491893, 'H': 0.26353090621510084}, {'B': -0.16605929151340634, 'D': -0.473185867115984, 'F': -0.3222356243491893, 'H': -0.26453090621510084}, {'B': 0.22767599703010927, 'D': 0.48824584732158716, 'F': 0.48451630848445015, 'H': 0.46345478653083305}, {'B': -0.22867599703010927, 'D': -0.48924584732158716, 'F': -0.48551630848445015, 'H': -0.46445478653083305}, {'B': 0.3534682131679393, 'D': 0.05190112656518015, 'F': 0.30374836432268576, 'H': 0.39000830709766776}, {'B': -0.3544682131679393, 'D': -0.05290112656518015, 'F': -0.30474836432268576, 'H': -0.39100830709766776}, {'B': 0.0881430297209213, 'D': 0.10937607130501174, 'F': 0.16449419910136553, 'H': 0.2841130881382575}, {'B': -0.08914302972092131, 'D': -0.11037607130501174, 'F': -0.16549419910136554, 'H': -0.2851130881382575}, {'A': 0.06727885721414881, 'C': 0.2733944970880187, 'E': 0.05507651106102024, 'G': 0.12020442678606623}, {'A': -0.06827885721414881, 'C': -0.2743944970880187, 'E': -0.05607651106102024, 'G': -0.12120442678606623}]
[{'B': 0.19109458661124368, 'D': 0.4169761954167174, 'F': 0.11121633423106364, 'H': 0.40424998063277595}, {'B': -0.19209458661124368, 'D': -0.4179761954167174, 'F': -0.11221633423106364, 'H': -0.40524998063277595}, {'A': 0.16608871162088823, 'C': 0.22349987512278963, 'E': 0.0866341911712725, 'G': 0.37519800755481836}, {'A': -0.16708871162088823, 'C': -0.22449987512278963, 'E': -0.0876341911712725, 'G': -0.37619800755481836}, {'A': 0.10312581226945605, 'C': 0.12309907268348305, 'E': 0.3198794318397959, 'G': 0.19751022037111732}, {'A': -0.10412581226945605, 'C': -0.12409907268348305, 'E': -0.3208794318397959, 'G': -0.19851022037111732}, {'B': 0.19775855083815652, 'D': 0.3751608704337393, 'F': 0.29053561850080595, 'H': 0.21408580906236324}, {'B': -0.19875855083815652, 'D': -0.3761608704337393, 'F': -0.29153561850080595, 'H': -0.21508580906236324}, {'A': 0.19635189918245927, 'C': 0.344847289246456, 'E': 0.3637583131709861, 'G': 0.42384635739916526}, {'A': -0.19735189918245927, 'C': -0.345847289246456, 'E': -0.3647583131709861, 'G': -0.42484635739916526}, {'A': 0.1474590375774404, 'C': 0.1920528041968282, 'E': 0.190215024114275, 'G': 0.4246393293416343}, {'A': -0.1484590375774404, 'C': -0.1930528041968282, 'E': -0.191215024114275, 'G': -0.4256393293416343}, {'A': 0.29977656468637087, 'C': 0.05956709065594673, 'E': 0.3753465166716761, 'G': 0.29571346331194}, {'A': -0.3007765646863709, 'C': -0.06056709065594673, 'E': -0.3763465166716761, 'G': -0.29671346331194}, {'B': 0.40289460340786454, 'D': 0.29125227073724774, 'F': 0.08886962387799685, 'H': 0.2222973621937639}, {'B': -0.40389460340786454, 'D': -0.29225227073724774, 'F': -0.08986962387799685, 'H': -0.2232973621937639}, {'A': 0.07823328501798048, 'C': 0.34555957308025154, 'E': 0.05452462099949499, 'G': 0.2581491985399525}, {'A': -0.07923328501798048, 'C': -0.34655957308025154, 'E': -0.05552462099949499, 'G': -0.2591491985399525}, {'A': 0.39020274891398915, 'C': 0.2824153457021706, 'E': 0.2424844988039549, 'G': 0.3876739120120423}, {'A': -0.39120274891398915, 'C': -0.2834153457021706, 'E': -0.2434844988039549, 'G': -0.3886739120120423}]
[{'A': 0.26904558261764255, 'C': 0.3584305816826792, 'E': 0.06791644332015401, 'G': 0.22894085634705363}, {'A': -0.27004558261764255, 'C': -0.3594305816826792, 'E': -0.06891644332015401, 'G': -0.22994085634705363}, {'A': 0.3476167360816647, 'C': 0.361722069225264, 'E': 0.49541189033619915, 'G': 0.08609640607297417}, {'A': -0.3486167360816647, 'C': -0.362722069225264, 'E': -0.49641189033619915, 'G': -0.08709640607297417}, {'A': 0.15715381123770372, 'C': 0.11791417690001392, 'E': 0.20084634493022496, 'G': 0.35654682473278193}, {'A': -0.15815381123770372, 'C': -0.11891417690001392, 'E': -0.20184634493022496, 'G': -0.35754682473278193}, {'B': 0.4388956785064775, 'D': 0.37680800658940594, 'F': 0.054907291126983095, 'H': 0.3619185510925762}, {'B': -0.4398956785064775, 'D': -0.37780800658940594, 'F': -0.055907291126983095, 'H': -0.3629185510925762}, {'A': 0.36730131169232466, 'C': 0.16399595466459455, 'E': 0.18685585508884406, 'G': 0.22273764739022678}, {'A': -0.36830131169232466, 'C': -0.16499595466459455, 'E': -0.18785585508884406, 'G': -0.22373764739022678}, {'B': 0.17545956329413132, 'D': 0.24415103846052644, 'F': 0.1305625249646575, 'H': 0.19951131155521346}, {'B': -0.17645956329413132, 'D': -0.24515103846052644, 'F': -0.1315625249646575, 'H': -0.20051131155521346}, {'A': 0.3333577140297465, 'C': 0.1096752895159862, 'E': 0.09274933569619953, 'G': 0.26670726377252457}, {'A': -0.3343577140297465, 'C': -0.1106752895159862, 'E': -0.09374933569619953, 'G': -0.2677072637725246}, {'A': 0.23055343501970138, 'C': 0.06444724121428153, 'E': 0.21003299486957455, 'G': 0.20879310718843136}, {'A': -0.23155343501970138, 'C': -0.06544724121428153, 'E': -0.21103299486957455, 'G': -0.20979310718843136}, {'B': 0.48493009039696766, 'D': 0.07663305116551175, 'F': 0.13901720362257045, 'H': 0.24576920606646263}, {'B': -0.48593009039696766, 'D': -0.07763305116551175, 'F': -0.14001720362257045, 'H': -0.24676920606646263}, {'B': 0.15795672367226418, 'D': 0.46727561111853716, 'F': 0.3224852401045454, 'H': 0.13712330686652516}, {'B': -0.15895672367226418, 'D': -0.46827561111853716, 'F': -0.3234852401045454, 'H': -0.13812330686652516}]
[{'A': 0.30441387485086163, 'C': 0.05045614399972189, 'E': 0.14441741640312497, 'G': 0.3128786308832549}, {'A': -0.30541387485086163, 'C': -0.05145614399972189, 'E': -0.14541741640312497, 'G': -0.3138786308832549}, {'A': 0.37726992742088056, 'C': 0.3045619822691021, 'E': 0.21548439576748807, 'G': 0.26145917977700645}, {'A': -0.37826992742088056, 'C': -0.3055619822691021, 'E': -0.21648439576748807, 'G': -0.26245917977700645}, {'B': 0.05913757425624831, 'D': 0.422913464240553, 'F': 0.2649231767952584, 'H': 0.29711774549455}, {'B': -0.06013757425624831, 'D': -0.423913464240553, 'F': -0.2659231767952584, 'H': -0.29811774549455}, {'B': 0.15340792919556592, 'D': 0.332221274585889, 'F': 0.19666085687370433, 'H': 0.46095278506123033}, {'B': -0.15440792919556592, 'D': -0.333221274585889, 'F': -0.19766085687370433, 'H': -0.46195278506123033}, {'B': 0.2657853506386192, 'D': 0.4398516178366505, 'F': 0.46730369059602384, 'H': 0.3846826429455207}, {'B': -0.2667853506386192, 'D': -0.4408516178366505, 'F': -0.46830369059602384, 'H': -0.3856826429455207}, {'A': 0.29328557471051314, 'C': 0.2869057004989682, 'E': 0.27249568029359594, 'G': 0.39038760708054054}, {'A': -0.29428557471051314, 'C': -0.2879057004989682, 'E': -0.27349568029359594, 'G': -0.39138760708054054}, {'B': 0.43748408402932865, 'D': 0.212154186732194, 'F': 0.363454932998658, 'H': 0.2734106649105545}, {'B': -0.43848408402932865, 'D': -0.213154186732194, 'F': -0.364454932998658, 'H': -0.2744106649105545}, {'A': 0.40107657775134015, 'C': 0.23298671612790295, 'E': 0.20451051748483695, 'G': 0.079677138582012}, {'A': -0.40207657775134015, 'C': -0.23398671612790295, 'E': -0.20551051748483695, 'G': -0.080677138582012}, {'B': 0.3262619344022907, 'D': 0.3332617647992682, 'F': 0.4305354412277198, 'H': 0.46327625360137736}, {'B': -0.3272619344022907, 'D': -0.3342617647992682, 'F': -0.4315354412277198, 'H': -0.46427625360137736}, {'B': 0.31308396621455375, 'D': 0.13801043924747164, 'F': 0.10505776582204036, 'H': 0.4664896049535894}, {'B': -0.31408396621455376, 'D': -0.13901043924747164, 'F': -0.10605776582204036, 'H': -0.4674896049535894}]
[{'A': 0.22783076660925394, 'C': 0.18514832473430032, 'E': 0.09047942039166368, 'G': 0.30950028055552037}, {'A': -0.22883076660925394, 'C': -0.18614832473430032, 'E': -0.09147942039166368, 'G': -0.31050028055552037}, {'B': 0.48692830283356126, 'D': 0.3665098127302606, 'F': 0.4746541617746206, 'H': 0.29935528525362065}, {'B': -0.48792830283356126, 'D': -0.3675098127302606, 'F': -0.4756541617746206, 'H': -0.30035528525362065}, {'B': 0.3580479481273354, 'D': 0.08825125476251233, 'F': 0.1186071271818184, 'H': 0.3627912077757505}, {'B': -0.3590479481273354, 'D': -0.08925125476251233, 'F': -0.1196071271818184, 'H': -0.3637912077757505}, {'A': 0.23884757846345672, 'C': 0.269883179162647, 'E': 0.4848509756690426, 'G': 0.39623197386301057}, {'A': -0.23984757846345672, 'C': -0.270883179162647, 'E': -0.4858509756690426, 'G': -0.39723197386301057}, {'B': 0.30282877424982974, 'D': 0.2311979919449657, 'F': 0.3013786922123743, 'H': 0.24803573197040768}, {'B': -0.30382877424982974, 'D': -0.2321979919449657, 'F': -0.3023786922123743, 'H': -0.24903573197040768}, {'B': 0.38447669116558575, 'D': 0.08621951635732722, 'F': 0.16760372107512142, 'H': 0.3135603655147026}, {'B': -0.38547669116558575, 'D': -0.08721951635732722, 'F': -0.16860372107512142, 'H': -0.3145603655147026}, {'A': 0.20546354365082886, 'C': 0.12264058928981261, 'E': 0.1296815127542768, 'G': 0.2531624615449028}, {'A': -0.20646354365082886, 'C': -0.12364058928981261, 'E': -0.1306815127542768, 'G': -0.2541624615449028}, {'A': 0.17097116579450178, 'C': 0.44125612144954407, 'E': 0.3502708346955882, 'G': 0.4147281753513693}, {'A': -0.17197116579450178, 'C': -0.44225612144954407, 'E': -0.3512708346955882, 'G': -0.4157281753513693}, {'B': 0.2825021320767786, 'D': 0.30877837556843063, 'F': 0.35392123578654927, 'H': 0.06645343237067539}, {'B': -0.2835021320767786, 'D': -0.30977837556843063, 'F': -0.35492123578654927, 'H': -0.06745343237067539}, {'B': 0.1582967870477634, 'D': 0.49982472065729855, 'F': 0.4185012353769402, 'H': 0.3898692554099781}, {'B': -0.1592967870477634, 'D': -0.5008247206572985, 'F': -0.4195012353769402, 'H': -0.3908692554099781}]
[{'A': 0.12322995869293786, 'C': 0.20527308515929704, 'E': 0.060547703082669636, 'G': 0.2869444980967896}, {'A': -0.12422995869293786, 'C': -0.20627308515929704, 'E': -0.06154770308266964, 'G': -0.2879444980967896}, {'A': 0.05008335510028522, 'C': 0.3221318476614596, 'E': 0.14882639690139915, 'G': 0.37017206126225355}, {'A': -0.05108335510028522, 'C': -0.3231318476614596, 'E': -0.14982639690139915, 'G': -0.37117206126225355}, {'A': 0.2730347261984319, 'C': 0.23218270560649934, 'E': 0.4356366611074649, 'G': 0.35982743830998976}, {'A': -0.2740347261984319, 'C': -0.23318270560649934, 'E': -0.4366366611074649, 'G': -0.36082743830998976}, {'B': 0.31145481416958454, 'D': 0.45541941822841175, 'F': 0.08913515220180379, 'H': 0.2378285554067741}, {'B': -0.31245481416958454, 'D': -0.45641941822841176, 'F': -0.09013515220180379, 'H': -0.2388285554067741}, {'B': 0.30203263532945207, 'D': 0.154931300407249, 'F': 0.2705377250488625, 'H': 0.059491703047738105}, {'B': -0.30303263532945207, 'D': -0.155931300407249, 'F': -0.2715377250488625, 'H': -0.060491703047738106}, {'A': 0.4441629376919236, 'C': 0.4432155343437264, 'E': 0.17761268455161378, 'G': 0.2817954151965853}, {'A': -0.4451629376919236, 'C': -0.4442155343437264, 'E': -0.17861268455161378, 'G': -0.2827954151965853}, {'B': 0.42638144156227176, 'D': 0.32976009861979944, 'F': 0.48817592014885913, 'H': 0.13904342617044568}, {'B': -0.42738144156227176, 'D': -0.33076009861979944, 'F': -0.48917592014885913, 'H': -0.14004342617044568}, {'B': 0.09726742905712193, 'D': 0.1384430558641891, 'F': 0.19461790136934082, 'H': 0.17354846725952022}, {'B': -0.09826742905712194, 'D': -0.1394430558641891, 'F': -0.19561790136934082, 'H': -0.17454846725952022}, {'B': 0.25083626736490244, 'D': 0.4953531236044735, 'F': 0.06337915299734977, 'H': 0.2935920231702364}, {'B': -0.25183626736490244, 'D': -0.4963531236044735, 'F': -0.06437915299734977, 'H': -0.2945920231702364}, {'A': 0.09795815144554623, 'C': 0.10192193001271871, 'E': 0.41315855861171413, 'G': 0.08769937022903651}, {'A': -0.09895815144554623, 'C': -0.10292193001271871, 'E': -0.41415855861171413, 'G': -0.08869937022903651}]
[{'A': 0.3663954562740143, 'C': 0.3851317756712463, 'E': 0.2456688319476389, 'G': 0.31607545998446807}, {'A': -0.3673954562740143, 'C': -0.3861317756712463, 'E': -0.2466688319476389, 'G': -0.31707545998446807}, {'B': 0.24688283288314689, 'D': 0.29466892130033123, 'F': 0.25247322897555874, 'H': 0.24489280555780496}, {'B': -0.2478828328831469, 'D': -0.29566892130033123, 'F': -0.25347322897555874, 'H': -0.24589280555780496}, {'A': 0.2065000894303603, 'C': 0.32478424474133283, 'E': 0.12831053971720568, 'G': 0.31045885331256184}, {'A': -0.2075000894303603, 'C': -0.32578424474133283, 'E': -0.12931053971720569, 'G': -0.31145885331256185}, {'B': 0.4577355449900727, 'D': 0.29842604228551084, 'F': 0.07735198854995932, 'H': 0.47572822181135177}, {'B': -0.4587355449900727, 'D': -0.29942604228551084, 'F': -0.07835198854995933, 'H': -0.47672822181135177}, {'B': 0.40809847146760453, 'D': 0.42000340141009024, 'F': 0.377044558870704, 'H': 0.34937204349886875}, {'B': -0.40909847146760453, 'D': -0.42100340141009024, 'F': -0.378044558870704, 'H': -0.35037204349886875}, {'A': 0.4712565911518301, 'C': 0.08719325326322465, 'E': 0.141298746457446, 'G': 0.450831255632726}, {'A': -0.4722565911518301, 'C': -0.08819325326322465, 'E': -0.142298746457446, 'G': -0.451831255632726}, {'A': 0.17441189891740436, 'C': 0.21642194351071392, 'E': 0.4233238843155693, 'G': 0.3419198239359845}, {'A': -0.17541189891740436, 'C': -0.21742194351071392, 'E': -0.4243238843155693, 'G': -0.3429198239359845}, {'B': 0.33777884271760855, 'D': 0.4634687947027587, 'F': 0.497952966748513, 'H': 0.12868985225210677}, {'B': -0.33877884271760855, 'D': -0.4644687947027587, 'F': -0.498952966748513, 'H': -0.12968985225210677}, {'A': 0.20205640060352503, 'C': 0.095252634416395, 'E': 0.05702071085533372, 'G': 0.3098785249901837}, {'A': -0.20305640060352503, 'C': -0.096252634416395, 'E': -0.058020710855333724, 'G': -0.3108785249901837}, {'A': 0.4016048300262201, 'C': 0.33846728780910695, 'E': 0.3225417187032939, 'G': 0.39398115789316146}, {'A': -0.4026048300262201, 'C': -0.33946728780910695, 'E': -0.3235417187032939, 'G': -0.39498115789316146}]
[{'A': 0.12777251048796687, 'C': 0.23251430801006556, 'E': 0.3064909356056117, 'G': 0.17077795402849177}, {'A': -0.12877251048796687, 'C': -0.23351430801006556, 'E': -0.3074909356056117, 'G': -0.17177795402849177}, {'B': 0.3455697097805363, 'D': 0.4887408777598072, 'F': 0.46629099496734405, 'H': 0.4508403867416191}, {'B': -0.3465697097805363, 'D': -0.4897408777598072, 'F': -0.46729099496734405, 'H': -0.4518403867416191}, {'B': 0.10767430105488211, 'D': 0.0866762237192295, 'F': 0.23610196486181706, 'H': 0.08740397193919072}, {'B': -0.10867430105488211, 'D': -0.0876762237192295, 'F': -0.23710196486181706, 'H': -0.08840397193919072}, {'A': 0.06160046858109768, 'C': 0.20344623455524286, 'E': 0.26162311886415834, 'G': 0.10526544266352772}, {'A': -0.06260046858109768, 'C': -0.20444623455524286, 'E': -0.26262311886415834, 'G': -0.10626544266352772}, {'A': 0.45321008400177354, 'C': 0.3906290419084507, 'E': 0.24381853982402835, 'G': 0.08553177353334884}, {'A': -0.45421008400177354, 'C': -0.3916290419084507, 'E': -0.24481853982402835, 'G': -0.08653177353334884}, {'B': 0.2923298115650237, 'D': 0.26252751139720115, 'F': 0.11957176120686994, 'H': 0.0825187441049551}, {'B': -0.2933298115650237, 'D': -0.26352751139720115, 'F': -0.12057176120686994, 'H': -0.0835187441049551}, {'A': 0.4554112775421316, 'C': 0.24852596516788072, 'E': 0.30826235273964614, 'G': 0.47919101589801066}, {'A': -0.4564112775421316, 'C': -0.24952596516788073, 'E': -0.30926235273964614, 'G': -0.48019101589801066}, {'A': 0.47748151449627246, 'C': 0.33284274815594017, 'E': 0.21636539784386094, 'G': 0.3001676627111457}, {'A': -0.47848151449627246, 'C': -0.33384274815594017, 'E': -0.21736539784386094, 'G': -0.3011676627111457}, {'A': 0.4976906360338446, 'C': 0.2796166548240555, 'E': 0.05360925850493167, 'G': 0.22969272383198985}, {'A': -0.4986906360338446, 'C': -0.2806166548240555, 'E': -0.054609258504931674, 'G': -0.23069272383198985}, {'B': 0.12980961573399147, 'D': 0.30733073409423795, 'F': 0.07913500994321063, 'H': 0.493879237121924}, {'B': -0.13080961573399147, 'D': -0.30833073409423795, 'F': -0.08013500994321063, 'H': -0.494879237121924}]
[{'B': 0.30694337868166427, 'D': 0.0801970294463453, 'F': 0.2902729877566943, 'H': 0.3989886198473844}, {'B': -0.30794337868166427, 'D': -0.0811970294463453, 'F': -0.2912729877566943, 'H': -0.3999886198473844}, {'B': 0.451531763696525, 'D': 0.2530282748957506, 'F': 0.2721355033289452, 'H': 0.18890684174769745}, {'B': -0.452531763696525, 'D': -0.2540282748957506, 'F': -0.2731355033289452, 'H': -0.18990684174769745}, {'A': 0.4263532432624666, 'C': 0.06249765487988626, 'E': 0.4317119633192561, 'G': 0.14420317514646314}, {'A': -0.4273532432624666, 'C': -0.06349765487988626, 'E': -0.4327119633192561, 'G': -0.14520317514646314}, {'B': 0.3102700081850359, 'D': 0.34254552002957417, 'F': 0.13781414897472227, 'H': 0.09301075331273939}, {'B': -0.3112700081850359, 'D': -0.34354552002957417, 'F': -0.13881414897472227, 'H': -0.09401075331273939}, {'B': 0.3968099147486951, 'D': 0.4635456694309163, 'F': 0.2400906753825689, 'H': 0.1210539757285082}, {'B': -0.3978099147486951, 'D': -0.4645456694309163, 'F': -0.2410906753825689, 'H': -0.12205397572850821}, {'B': 0.37363546777223944, 'D': 0.15071394035359612, 'F': 0.4136557369656047, 'H': 0.2246126908309689}, {'B': -0.37463546777223944, 'D': -0.15171394035359612, 'F': -0.4146557369656047, 'H': -0.2256126908309689}, {'B': 0.2951001261467051, 'D': 0.21425706412405437, 'F': 0.4648039555782593, 'H': 0.4868299681307848}, {'B': -0.2961001261467051, 'D': -0.21525706412405438, 'F': -0.4658039555782593, 'H': -0.4878299681307848}, {'A': 0.23161077837935046, 'C': 0.3339672178448549, 'E': 0.4476570327138123, 'G': 0.12098687790775736}, {'A': -0.23261077837935046, 'C': -0.3349672178448549, 'E': -0.4486570327138123, 'G': -0.12198687790775736}, {'B': 0.16156068953631184, 'D': 0.4843537850920759, 'F': 0.25128794813326527, 'H': 0.31919211817286186}, {'B': -0.16256068953631184, 'D': -0.4853537850920759, 'F': -0.25228794813326527, 'H': -0.32019211817286186}, {'A': 0.0615337166141372, 'C': 0.24301942649353303, 'E': 0.08453412562811632, 'G': 0.10241080931432019}, {'A': -0.0625337166141372, 'C': -0.24401942649353303, 'E': -0.08553412562811633, 'G': -0.10341080931432019}]
[{'A': 0.06441158040998386, 'C': 0.24131009862227498, 'E': 0.49378804837722673, 'G': 0.16081470778682194}, {'A': -0.06541158040998386, 'C': -0.24231009862227498, 'E': -0.49478804837722673, 'G': -0.16181470778682194}, {'B': 0.49562521258521813, 'D': 0.26814866747129135, 'F': 0.24549122017987035, 'H': 0.06314187860567508}, {'B': -0.49662521258521813, 'D': -0.26914866747129135, 'F': -0.24649122017987035, 'H': -0.06414187860567508}, {'B': 0.09843025422851612, 'D': 0.2872432844162329, 'F': 0.2703635489768376, 'H': 0.15817815531003884}, {'B': -0.09943025422851612, 'D': -0.2882432844162329, 'F': -0.2713635489768376, 'H': -0.15917815531003884}, {'A': 0.28334539202332476, 'C': 0.1756686873786953, 'E': 0.38665509766224954, 'G': 0.22127066410523694}, {'A': -0.28434539202332476, 'C': -0.1766686873786953, 'E': -0.38765509766224954, 'G': -0.22227066410523694}, {'A': 0.25478814162780616, 'C': 0.32997851545597773, 'E': 0.3439685105891419, 'G': 0.32114287912644}, {'A': -0.25578814162780616, 'C': -0.33097851545597773, 'E': -0.3449685105891419, 'G': -0.32214287912644}, {'A': 0.13980816008482577, 'C': 0.1740456896413267, 'E': 0.2513402698664685, 'G': 0.1079181624028466}, {'A': -0.14080816008482577, 'C': -0.1750456896413267, 'E': -0.2523402698664685, 'G': -0.1089181624028466}, {'A': 0.4396945208822174, 'C': 0.21221370335298223, 'E': 0.22641778727607975, 'G': 0.4057650635225461}, {'A': -0.4406945208822174, 'C': -0.21321370335298223, 'E': -0.22741778727607975, 'G': -0.4067650635225461}, {'A': 0.18469848199278377, 'C': 0.24049439581825527, 'E': 0.2963587657308661, 'G': 0.2147495622579304}, {'A': -0.18569848199278377, 'C': -0.24149439581825527, 'E': -0.2973587657308661, 'G': -0.2157495622579304}, {'B': 0.37826877940000064, 'D': 0.26039752762891794, 'F': 0.4959336315018503, 'H': 0.45540234239470484}, {'B': -0.37926877940000064, 'D': -0.26139752762891794, 'F': -0.4969336315018503, 'H': -0.45640234239470484}, {'B': 0.11535988279008391, 'D': 0.3360154339095318, 'F': 0.17235530127857202, 'H': 0.09122816734017558}, {'B': -0.11635988279008391, 'D': -0.3370154339095318, 'F': -0.17335530127857202, 'H': -0.09222816734017558}]
[{'B': 0.39554787531563446, 'D': 0.4052322948873908, 'F': 0.4696753949715523, 'H': 0.16614765064763087}, {'B': -0.39654787531563446, 'D': -0.4062322948873908, 'F': -0.4706753949715523, 'H': -0.16714765064763087}, {'B': 0.21795074913569717, 'D': 0.15068302234908915, 'F': 0.12632442055910056, 'H': 0.20358831308052988}, {'B': -0.21895074913569718, 'D': -0.15168302234908915, 'F': -0.12732442055910057, 'H': -0.20458831308052988}, {'B': 0.24620494177709484, 'D': 0.3277536144393964, 'F': 0.18095048673071062, 'H': 0.4043108719859636}, {'B': -0.24720494177709484, 'D': -0.3287536144393964, 'F': -0.18195048673071063, 'H': -0.4053108719859636}, {'B': 0.1347909522528673, 'D': 0.225797633350643, 'F': 0.4341160816673979, 'H': 0.114990413531249}, {'B': -0.1357909522528673, 'D': -0.226797633350643, 'F': -0.4351160816673979, 'H': -0.115990413531249}, {'B': 0.12722567083368963, 'D': 0.15954824503393975, 'F': 0.10907788221241446, 'H': 0.3826605678497531}, {'B': -0.12822567083368963, 'D': -0.16054824503393975, 'F': -0.11007788221241446, 'H': -0.3836605678497531}, {'A': 0.24832114780834763, 'C': 0.19542006860747507, 'E': 0.16350384743494564, 'G': 0.453751738221556}, {'A': -0.24932114780834763, 'C': -0.19642006860747507, 'E': -0.16450384743494564, 'G': -0.454751738221556}, {'B': 0.3140596182514795, 'D': 0.3227238907086685, 'F': 0.4402501751110184, 'H': 0.38024112258661763}, {'B': -0.3150596182514795, 'D': -0.3237238907086685, 'F': -0.4412501751110184, 'H': -0.38124112258661763}, {'A': 0.17094197501343106, 'C': 0.4430531152850511, 'E': 0.15591057029922328, 'G': 0.35965859530730443}, {'A': -0.17194197501343106, 'C': -0.4440531152850511, 'E': -0.15691057029922328, 'G': -0.36065859530730443}, {'A': 0.36775688316217336, 'C': 0.11485446150168449, 'E': 0.11570283873234785, 'G': 0.07420570156303677}, {'A': -0.36875688316217337, 'C': -0.11585446150168449, 'E': -0.11670283873234785, 'G': -0.07520570156303677}, {'B': 0.23850523272071533, 'D': 0.12620209574983168, 'F': 0.2812961562671227, 'H': 0.4752415976232374}, {'B': -0.23950523272071533, 'D': -0.12720209574983168, 'F': -0.2822961562671227, 'H': -0.4762415976232374}]
[{'B': 0.09259731354686636, 'D': 0.22022409734638926, 'F': 0.268556809491482, 'H': 0.4552440715537992}, {'B': -0.09359731354686636, 'D': -0.22122409734638926, 'F': -0.269556809491482, 'H': -0.4562440715537992}, {'A': 0.329178174509516, 'C': 0.19148308322608115, 'E': 0.1643847239725333, 'G': 0.45816136109013306}, {'A': -0.330178174509516, 'C': -0.19248308322608115, 'E': -0.1653847239725333, 'G': -0.45916136109013306}, {'B': 0.47464872493039484, 'D': 0.3563779184273991, 'F': 0.08222651980738138, 'H': 0.21133280747711125}, {'B': -0.47564872493039484, 'D': -0.3573779184273991, 'F': -0.08322651980738138, 'H': -0.21233280747711125}, {'B': 0.1006999826965512, 'D': 0.14086355566467046, 'F': 0.24216286828463396, 'H': 0.09377878403202178}, {'B': -0.1016999826965512, 'D': -0.14186355566467046, 'F': -0.24316286828463396, 'H': -0.09477878403202178}, {'B': 0.19903636316454337, 'D': 0.0972853705563938, 'F': 0.35330306986185317, 'H': 0.36428165290848336}, {'B': -0.20003636316454337, 'D': -0.0982853705563938, 'F': -0.35430306986185317, 'H': -0.36528165290848336}, {'A': 0.14183333841851253, 'C': 0.3997542858350653, 'E': 0.4449698394352393, 'G': 0.15786455814506956}, {'A': -0.14283333841851253, 'C': -0.4007542858350653, 'E': -0.4459698394352393, 'G': -0.15886455814506956}, {'B': 0.3455783203254091, 'D': 0.3141834686426515, 'F': 0.18496547558083531, 'H': 0.2347090815270631}, {'B': -0.3465783203254091, 'D': -0.3151834686426515, 'F': -0.18596547558083532, 'H': -0.2357090815270631}, {'B': 0.20712882225417878, 'D': 0.2693701200488595, 'F': 0.3539497635649054, 'H': 0.33211583179889287}, {'B': -0.20812882225417878, 'D': -0.2703701200488595, 'F': -0.3549497635649054, 'H': -0.33311583179889287}, {'A': 0.10572726368217197, 'C': 0.4222507880478245, 'E': 0.480400547952394, 'G': 0.3639628065908175}, {'A': -0.10672726368217197, 'C': -0.4232507880478245, 'E': -0.481400547952394, 'G': -0.3649628065908175}, {'A': 0.18929449950165134, 'C': 0.37953430611531264, 'E': 0.38177274449049226, 'G': 0.3747657777528857}, {'A': -0.19029449950165134, 'C': -0.38053430611531264, 'E': -0.38277274449049226, 'G': -0.3757657777528857}]
